0.00875 0.03000 0.06000 0.08000 0.11875 0.16625 0.17000 0.14000 0.11000 0.08000 0.07338 0.03875 0.00875 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00875 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00875
0.01063 0.00000 0.03000 0.06000 0.09062 0.14188 0.14000 0.17000 0.14000 0.11000 0.09525 0.07062 0.04063 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.01063 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.01063
0.00875 0.00000 0.00000 0.03000 0.06875 0.10625 0.11000 0.14000 0.17000 0.14000 0.12338 0.08875 0.06875 0.03000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00875 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00875
0.00688 0.00000 0.00000 0.00000 0.03687 0.08063 0.08000 0.11000 0.14000 0.17000 0.15150 0.11688 0.08688 0.06000 0.03000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00688 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00688
0.00500 0.00000 0.00000 0.00000 0.00500 0.04500 0.06000 0.08000 0.11000 0.14000 0.17963 0.14500 0.11500 0.08000 0.06000 0.03000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00500 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00500
0.00375 0.00000 0.00000 0.00000 0.00375 0.01125 0.03000 0.06000 0.08000 0.11000 0.14838 0.17375 0.14375 0.11000 0.08000 0.06000 0.03000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00375 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00375
0.00375 0.00000 0.00000 0.00000 0.00187 0.00562 0.00000 0.03000 0.06000 0.08000 0.11838 0.14188 0.17188 0.14000 0.11000 0.08000 0.06000 0.03000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00187 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00187
0.00375 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.03000 0.06000 0.08838 0.11000 0.14000 0.17000 0.14000 0.11000 0.08000 0.06000 0.03000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00500 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.03000 0.06963 0.08000 0.11000 0.14000 0.17000 0.14000 0.11000 0.08000 0.06000 0.03000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00688 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.04150 0.06000 0.08000 0.11000 0.14000 0.17000 0.14000 0.11000 0.08000 0.06000 0.03000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
